Time (ms),Pitch (Hz),Clarity
94630,439.245,0.406604528
94640,10264.743,0.291256309
94650,459.00995,0.929972768
94660,462.38632,0.976539969
94670,941.7284,0.518004894
94680,920.94977,0.831230581
94690,924.28094,0.766084909
94700,927.23926,0.744705915
94710,903.8794,0.603174567
94720,919.06476,0.516781151
94730,869.38165,0.49565053
94740,890.15924,0.597324014
94750,886.11194,0.234978676
94760,1528.434,0.274488449
94770,422.425,0.988074303
94780,1297.0193,0.316935539
94790,1272.8478,0.500167608
94800,1275.6447,0.56679529
94810,1302.9243,0.600392103
94820,1258.7054,0.300491571
94830,1477.3005,0.506826639
94840,1399.1621,0.286658525
94850,1301.8784,0.486927032
94860,1309.4421,0.476613522
94870,1303.527,0.523334742
94880,1292.0927,0.54287231
94890,1308.614,0.536416054
94900,1276.9872,0.506501555
94910,1307.6342,0.53308177
94920,1380.6206,0.467817366
94930,1386.2185,0.442272365
94940,1284.0074,0.627814174
94950,1239.4592,0.628306746
94960,1229.0184,0.563938498
94970,1239.4348,0.425968051
94980,1222.8749,0.443681359
94990,1277.3689,0.317665577
95000,834.5656,0.422333419
95010,859.72076,0.438160241
95020,981.2468,0.226721585
95030,1291.8467,0.350197673
95040,1303.5127,0.466437995
95050,1337.5552,0.378592312
95060,1323.0438,0.450538874
95070,1159.6276,0.407920122
95080,410.98065,0.988073349
95090,829.9171,0.418284357
95100,843.72174,0.578247547
95110,822.0309,0.519578218
95120,914.62195,0.46962744
95130,872.6493,0.439379752
95140,848.388,0.738489509
95150,843.53937,0.827988029
95160,832.8578,0.79734689
95170,948.0596,0.371248245
95180,834.33264,0.712641358
95190,825.1962,0.805506706
95200,795.2004,0.64267838
95210,820.0118,0.849778593
95220,822.0309,0.882396817
95230,829.56836,0.918440342
95240,839.7468,0.764398336
95250,827.27,0.891103387
95260,849.5589,0.787564635
95270,851.95526,0.849858046
95280,848.4107,0.9133147
95290,852.3071,0.880778432
95300,841.22217,0.846014857
95310,827.0041,0.854777336
95320,801.5313,0.934307456
95330,767.5608,0.90176487
95340,793.40875,0.776969612
95350,793.5823,0.560204148
95360,924.07544,0.460662067
95370,1129.4219,0.396056771
95380,900.9627,0.500387907
95390,832.9543,0.709384203
95400,986.9406,0.35144794
95410,845.78076,0.528079033
95420,826.3062,0.663146853
95430,824.6402,0.410782218
95440,891.7439,0.294407964
95450,1126.0924,0.233239472
95460,9042.153,0.258017004
95470,9359.637,0.262490451
95480,9349.989,0.33183074
95490,8984.706,0.310218573
95500,9366.983,0.240323365
95510,3443.3953,0.26237601
95520,8877.78,0.224294066
95530,872.7887,0.219695568
95540,3925.3784,0.437354147
95550,930.63257,0.232881367
95560,3535.8447,0.222055793
95570,3763.3923,0.352847397
95580,3724.7197,0.589163184
95590,8347.005,0.232576609
95600,3640.5503,0.324852347
95610,1911.093,0.245128453
95620,3696.0732,0.403892577
95630,1873.519,0.421231329
95640,3692.756,0.352880359
95650,3678.839,0.470551193
95660,3588.3284,0.291540921
95670,2617.6062,0.266417027
95680,3924.633,0.358960867
95690,3584.775,0.255320311
95700,3794.074,0.418073297
95710,3880.0073,0.31546551
95720,3471.3052,0.204621255
95730,1023.4764,0.235472381
95740,2638.9167,0.282513797
95750,3515.1956,0.211409211
95760,3638.9517,0.283519268
95770,230.6689,0.315178454
95780,210.09055,0.26645577
95790,222.26273,0.417841196
95800,229.77615,0.240023077
95810,207.57556,0.593692839
95820,10866.86,0.223004818
95830,10507.579,0.235449195
95840,208.87062,0.714537978
95850,10601.219,0.339078367
95860,11474.317,0.216614246
95870,242.02313,0.357930779
95880,248.7676,0.226971507
95890,10270.139,0.395589173
95900,241.11185,0.291210473
95910,240.3784,0.272322774
95920,10113.48,0.282791674
95930,226.78706,0.592835426
95940,10992.652,0.303460479
95950,415.28577,0.348674893
95960,462.3237,0.326154947
95970,457.69324,0.396017671
95980,413.74484,0.425170779
95990,427.78775,0.424946606
96000,443.51172,0.485738397
96010,423.79636,0.562087059
96020,414.43362,0.332214952
96030,207.81468,0.948798299
96040,204.57376,0.986804485
96050,204.68489,0.972368121
96060,206.40057,0.975969136
96070,210.67729,0.968545377
96080,416.4347,0.221643448
96090,225.66595,0.622490346
96100,430.2692,0.314233601
96110,417.58157,0.225681782
96120,406.6024,0.585958958
96130,407.7457,0.350048304
96140,5735.3623,0.223612487
96150,301.37357,0.206464052
96160,769.694,0.246903241
96170,8105.787,0.287364125
96180,7283.8477,0.392958999
96190,6227.944,0.291377008
96200,6292.2183,0.466501534
96210,4814.476,0.239861846
96220,3932.053,0.327244818
96230,5055.726,0.304393649
96240,6328.179,0.427712858
96250,4323.866,0.337268412
96260,7265.926,0.373691618
96270,6573.5425,0.260811687
96280,6937.6504,0.462157905
96290,211.25388,0.672922552
96300,209.57533,0.944565773
96310,219.13632,0.845929325
96320,220.69072,0.862053573
96330,211.70157,0.926632345
96340,201.36986,0.943512857
96350,201.36986,0.865834177
96360,201.36986,0.755877256
96370,201.36986,0.527356744
96380,201.36986,0.728911757
96390,201.36986,0.471171737
96400,201.36986,0.555737138
96410,201.36986,0.716840029
96420,201.36986,0.417093277
96430,217.78766,0.7797966
96440,253.08012,0.284266233
96450,8619.316,0.546929061
96460,8126.3257,0.497874677
96470,7856.2197,0.582259357
96480,7399.7593,0.677074432
96490,7224.0933,0.39340353
96500,6444.4976,0.20024997
96510,248.7164,0.203013122
96520,248.61784,0.342737019
96530,249.25139,0.324679255
96540,226.22905,0.687648535
96550,244.60956,0.318694353
96560,241.88995,0.36207372
96570,215.49316,0.737819493
96580,214.68048,0.700711906
96590,204.97043,0.969195008
96600,412.21414,0.295954049
96610,448.48315,0.240426123
96620,214.70775,0.777261376
96630,412.93912,0.253598869
96640,412.02023,0.394521236
96650,416.37985,0.336661756
96660,419.31656,0.209541142
96670,210.6037,0.970817447
96680,212.03865,0.968598843
96690,215.43642,0.966185689
96700,230.82225,0.7449646
96710,260.4207,0.298547804
96720,262.05032,0.206670642
96730,491.00116,0.379189014
96740,567.9328,0.218473315
96750,455.99377,0.741668463
96760,470.93967,0.626868844
96770,496.8766,0.310355783
96780,4538.3296,0.237359285
96790,287.70087,0.296011806
96800,299.74094,0.267831445
96810,293.66586,0.24596715
96820,4548.4863,0.372633874
96830,4603.637,0.220439374
96840,287.38525,0.383020878
96850,256.1116,0.81459105
96860,244.4407,0.925256491
96870,257.71533,0.815367103
96880,244.95654,0.924404144
96890,234.09349,0.98177129
96900,290.83118,0.461793184
96910,245.51187,0.938056767
96920,235.97386,0.991051316
96930,237.06462,0.994590223
96940,237.88132,0.989018738
96950,240.10774,0.977370918
96960,270.7959,0.789588809
96970,4523.3716,0.365942895
96980,4403.065,0.675357163
96990,4432.0347,0.545892
97000,4425.992,0.270773888
97010,4527.949,0.208089769
97020,326.11765,0.228505611
97030,384.93048,0.207551658
97040,4378.9087,0.358803868
97050,4460.0312,0.423884869
97060,4365.9595,0.49997288
97070,4355.4775,0.307526529
97080,4468.5273,0.328343928
97090,4492.188,0.303472519
97100,278.85806,0.417770565
97110,2052.8582,0.200155437
97120,626.43634,0.377842188
97130,4569.1313,0.226656735
97140,430.87625,0.269202411
97150,245.94624,0.813593268
97160,259.5435,0.630921721
97170,4447.613,0.242761135
97180,293.25507,0.255235553
97190,297.39258,0.315469325
97200,4471.6626,0.499990225
97210,4718.006,0.269088745
97220,644.0275,0.617678642
97230,636.35785,0.556801975
97240,700.6207,0.356351256
97250,297.6097,0.704601407
97260,513.89734,0.51067692
97270,260.54007,0.897603452
97280,258.17664,0.955919385
97290,244.32018,0.965239167
97300,246.7958,0.979806602
97310,246.605,0.978955388
97320,246.81232,0.966053247
97330,259.3648,0.863095045
97340,317.19254,0.222257316
97350,4542.6167,0.232858419
97360,652.8662,0.239252388
97370,556.44,0.453165114
97380,297.03024,0.285099804
97390,88200,0
97400,2390.9453,0.204666138
97410,379.0062,0.34592855
97420,403.02652,0.215621889
97430,705.8745,0.437963367
97440,681.821,0.649226904
97450,738.8155,0.579116404
97460,778.05066,0.460698426
97470,794.7068,0.532049358
97480,1463.2362,0.234616697
97490,1455.8347,0.38624841
97500,1421.4183,0.402586579
97510,1411.2228,0.377691507
97520,1427.6722,0.200664103
97530,797.5309,0.605488956
97540,805.3977,0.636058211
97550,813.9542,0.678444028
97560,811.1964,0.658002198
97570,809.52783,0.635606825
97580,809.55023,0.508369923
97590,831.3281,0.389702439
97600,848.9146,0.363537252
97610,1380.692,0.216376662
97620,811.08167,0.549554706
97630,839.81464,0.642348528
97640,840.2892,0.708018363
97650,838.69104,0.713907242
97660,836.345,0.642280519
97670,833.7438,0.594646513
97680,849.6166,0.575002611
97690,856.08167,0.540291965
97700,871.38385,0.475388825
97710,855.75977,0.418644905
97720,874.53894,0.444336236
97730,854.30426,0.478502274
97740,881.2098,0.355018556
97750,1134.5721,0.408062994
97760,1158.9152,0.513052702
97770,1175.3752,0.44362402
97780,1191.4086,0.319001615
97790,1196.2072,0.28992784
97800,655.57324,0.572815657
97810,1190.8766,0.292033255
97820,1208.4188,0.321829975
97830,1221.3811,0.272201836
97840,583.75934,0.289365292
97850,530.8747,0.29257983
97860,1092.7273,0.331705034
97870,1092.034,0.33526969
97880,1142.1511,0.26983273
97890,814.5572,0.299427986
97900,925.9898,0.662417471
97910,1401.8555,0.245881677
97920,856.34924,0.556300998
97930,1505.9995,0.378888249
97940,1602.3893,0.253442347
97950,1594.8784,0.29407984
97960,1583.7992,0.568785608
97970,1632.1542,0.487285197
97980,1654.7313,0.459423721
97990,1703.493,0.392904997
98000,968.00354,0.477168322
98010,1100.4825,0.690844178
98020,1085.9164,0.663962722
98030,1086.7844,0.433864534
98040,426.42035,0.831702709
98050,1027.5781,0.422813177
98060,1050.3019,0.505838394
98070,885.6688,0.760820389
98080,894.93335,0.406795561
98090,1201.8041,0.433134317
98100,525.3809,0.731344461
98110,554.25964,0.953699231
98120,559.2938,0.962329328
98130,552.7719,0.943934977
98140,523.4594,0.904974043
98150,491.62158,0.934318125
98160,461.62057,0.499482274
98170,689.9379,0.301864088
98180,490.70865,0.293816805
98190,821.2801,0.461937904
98200,539.9334,0.688863516
98210,2076.1658,0.214427948
98220,859.3868,0.418641269
98230,796.2161,0.242202401
98240,551.35596,0.842763722
98250,563.5402,0.673809588
98260,438.10196,0.225048423
98270,570.2221,0.739094377
98280,572.52,0.356636047
98290,535.79565,0.577230096
98300,547.75684,0.54215461
98310,503.0274,0.457907557
98320,441.4688,0.262030721
98330,1866.6691,0.440772235
98340,1983.015,0.325867057
98350,1024.321,0.374800146
98360,886.23145,0.4584378
98370,1932.4696,0.222647309
98380,1877.0492,0.397193074
98390,1714.273,0.271709502
98400,1439.3552,0.300428331
98410,1530.4197,0.253881454
98420,1129.845,0.428246558
98430,1509.108,0.290594637
98440,1511.3684,0.377633572
98450,1642.3815,0.388626397
98460,1695.8008,0.369667768
98470,1401.2827,0.530271471
98480,1402.0342,0.462275028
98490,1510.3843,0.507794142
98500,1566.5787,0.446645141
98510,1589.4423,0.50236398
98520,1501.234,0.504304051
98530,1604.7542,0.54869163
98540,1461.4617,0.493924499
98550,1432.6226,0.540721893
98560,1496.9877,0.550735831
98570,1372.0151,0.567454576
98580,1349.0763,0.576979399
98590,1281.4102,0.470267773
98600,1442.181,0.49617523
98610,1162.2761,0.441391945
98620,1523.5916,0.447584271
98630,1577.9652,0.531139016
98640,1508.9586,0.451169372
98650,1591.1946,0.574589491
98660,1649.0743,0.570688009
98670,1660.1761,0.410037756
98680,1722.8307,0.374962509
98690,1785.847,0.344448805
98700,1992.6412,0.375837028
98710,1903.7308,0.340413511
98720,1955.4996,0.314939797
98730,2019.2167,0.440904081
98740,1062.4169,0.538966715
98750,2134.4282,0.359867573
98760,2198.2063,0.238922298
98770,1024.7003,0.343444645
98780,842.72217,0.554228604
98790,764.85077,0.754000723
98800,770.98895,0.796561182
98810,2084.1096,0.586173117
98820,2097.9392,0.52537179
98830,992.1021,0.326572299
98840,1102.6666,0.377086222
98850,1234.3086,0.425220907
98860,1207.1996,0.350182176
98870,1112.3586,0.257175684
98880,1046.414,0.360326231
98890,2039.1986,0.561281741
98900,1023.89777,0.255774796
98910,2034.7418,0.40100199
98920,1621.7357,0.338931978
98930,1841.9294,0.240350366
98940,2016.2834,0.453058243
98950,1779.2223,0.347055972
98960,814.1669,0.504102588
98970,1993.9381,0.539310336
98980,1971.0312,0.246130049
98990,1169.1222,0.620813906
99000,1098.0546,0.628700137
99010,1096.444,0.478550196
99020,1160.2097,0.357044697
99030,821.7382,0.319801688
99040,2026.0955,0.201775789
99050,1221.3931,0.666730762
99060,1124.3381,0.448138237
99070,1904.7397,0.234693646
99080,6682.688,0.257400155
99090,6465.812,0.545206547
99100,6263.5073,0.538983583
99110,6136.044,0.631337464
99120,6266.056,0.671711326
99130,6304.76,0.593802154
99140,6230.7373,0.655814588
99150,6412.569,0.54283154
99160,6486.333,0.524172962
99170,6652.1636,0.614381194
99180,6883.3667,0.594670415
99190,6867.247,0.43525213
99200,6969.2114,0.455921888
99210,7088.987,0.686265051
99220,7066.8203,0.541126013
99230,7111.43,0.466774881
99240,7490.8994,0.679815292
99250,7717.6494,0.467273772
99260,7782.3955,0.534632921
99270,8045.7505,0.369062245
99280,8037.5776,0.392601609
99290,318.57617,0.447795451
99300,379.838,0.552985966
99310,3097.865,0.211348116
99320,411.7794,0.444969118
99330,3114.4626,0.358702779
99340,427.1631,0.338168621
99350,3080.2703,0.385641217
99360,422.44485,0.367607355
99370,3147.069,0.331147552
99380,400.18134,0.25509274
99390,3141.7595,0.234236717
99400,3152.9287,0.324309111
99410,402.0814,0.210497439
99420,621.41876,0.283501446
99430,372.27237,0.236756504
99440,375.08282,0.220439911
99450,3045.2625,0.228896677
99460,3150.9053,0.336675882
99470,3170.798,0.285849154
99480,337.5767,0.560888886
99490,3381.457,0.213477433
99500,3245.662,0.384375572
99510,369.44305,0.349174201
99520,631.66986,0.22324115
99530,340.23898,0.648451686
99540,357.33267,0.300728261
99550,625.0561,0.264670074
99560,357.65985,0.352419317
99570,3272.7993,0.280255973
99580,3265.3037,0.235168457
99590,3026.1091,0.372822523
99600,426.308,0.236124635
99610,361.81393,0.418610692
99620,428.6293,0.224896729
99630,369.9489,0.570008278
99640,367.5087,0.232227087
99650,400.19028,0.446582377
99660,313.52386,0.809524179
99670,311.84058,0.866300046
99680,312.14575,0.656261325
99690,315.69693,0.883430183
99700,335.9837,0.720174909
99710,332.84848,0.835514545
99720,340.63193,0.362788796
99730,336.9125,0.740382612
99740,348.02423,0.559864879
99750,376.5045,0.853498936
99760,1219.1504,0.412815034
99770,1538.1991,0.688148856
99780,476.04538,0.332681775
99790,1959.4104,0.470110834
99800,999.7402,0.330220163
99810,455.22287,0.262743592
99820,371.90073,0.519611061
99830,1074.3606,0.214448869
99840,1095.5609,0.271485329
99850,769.8199,0.298753858
99860,404.0089,0.307217777
99870,402.03488,0.340754688
99880,745.0854,0.429478228
99890,720.9118,0.390019298
99900,740.64044,0.47194612
99910,736.4735,0.329600692
99920,737.5173,0.451871634
99930,715.28174,0.440145373
99940,1004.3695,0.248429298
99950,979.4137,0.236964643
99960,826.55206,0.590206385
99970,820.6611,0.52035296
99980,786.048,0.477075577
99990,868.90204,0.221811116
100000,864.6793,0.224057436
100010,364.2901,0.389555097
100020,247.93701,0.211376905
100030,8237.385,0.420523226
100040,8342.226,0.433290064
100050,8755.084,0.391390502
100060,8974.963,0.542044282
100070,8945.37,0.395596266
100080,9400.792,0.392937839
100090,10343.385,0.451356113
100100,10566.475,0.469834924
100110,10432.47,0.340486228
100120,10467.645,0.348990798
100130,379.5409,0.262815475
100140,2264.5667,0.251092255
100150,359.33972,0.220428109
100160,2010.4524,0.32006079
100170,648.081,0.205495656
100180,373.9729,0.35080862
100190,377.2326,0.284384847
100200,357.8736,0.668665826
100210,367.2452,0.612705827
100220,936.3532,0.279781818
100230,1021.13184,0.358348131
100240,977.0514,0.518717527
100250,1026.0367,0.416538596
100260,1043.5488,0.470446646
100270,1011.4558,0.609172702
100280,937.7567,0.568073511
100290,1039.1754,0.447553754
100300,965.0786,0.647511005
100310,1035.0654,0.475971818
100320,1118.6058,0.494137168
100330,999.01746,0.404488027
100340,1104.6208,0.696329355
100350,1089.4739,0.455121577
100360,1097.942,0.496106148
100370,1087.8165,0.567770541
100380,1175.4688,0.357405126
100390,1326.9344,0.308481455
100400,1397.4786,0.331972003
100410,1447.1724,0.221445203
100420,1467.27,0.257321537
100430,1484.3783,0.311468542
100440,1534.4111,0.377265275
100450,1560.7161,0.399005771
100460,1580.5461,0.280021191
100470,1649.7292,0.296130836
100480,1024.8444,0.28061986
100490,1022.3524,0.482572615
100500,1074.7943,0.355517268
100510,1006.5472,0.489205301
100520,943.89996,0.480968952
100530,911.17004,0.575095654
100540,877.159,0.737462342
100550,904.12384,0.628222466
100560,935.2711,0.410850346
100570,872.90656,0.64296329
100580,836.8654,0.528015018
100590,396.70837,0.662622273
100600,398.9018,0.317720711
100610,3353.9612,0.32404989
100620,3572.224,0.276742578
100630,3584.0078,0.493485808
100640,3367.1445,0.286634386
100650,438.04562,0.271765292
100660,403.759,0.504050732
100670,3243.061,0.261599958
100680,446.29764,0.333023906
100690,3222.1748,0.222966552
100700,457.3022,0.439616144
100710,459.51794,0.556734443
100720,3055.5571,0.278345764
100730,3160.0115,0.418222487
100740,3236.7634,0.274393618
100750,419.6543,0.345622897
100760,3121.382,0.266449809
100770,3170.339,0.221302807
100780,442.11703,0.346565306
100790,2436.4263,0.250104964
100800,3044.3743,0.260282636
100810,506.26123,0.385387301
100820,498.3541,0.245127082
100830,495.46124,0.269231796
100840,2414.4927,0.235742152
100850,437.52716,0.339371741
100860,436.25336,0.338397741
100870,437.85397,0.333880842
100880,436.4833,0.441089869
100890,459.2667,0.205630302
100900,457.37607,0.217645407
100910,875.6838,0.286426604
100920,460.7708,0.246932328
100930,894.58765,0.235974312
100940,723.39294,0.310512602
100950,736.8323,0.450919569
100960,759.73444,0.252301514
100970,504.52502,0.262255073
100980,744.293,0.307565451
100990,503.64886,0.216289282
101000,435.44846,0.246875226
101010,9234.5625,0.38300848
101020,9965.586,0.425723851
101030,10561.435,0.509847283
101040,10968.12,0.417186558
101050,11734.697,0.413476408
101060,11346.276,0.355219126
101070,12323.517,0.393515766
101080,11997.848,0.386379778
101090,13490.355,0.452976406
101100,906.6185,0.566923916
101110,926.0436,0.927541733
101120,1025.6198,0.228079557
101130,893.6869,0.601661682
101140,598.17725,0.268834293
101150,1057.8977,0.267805457
101160,1050.0632,0.415570438
101170,941.1226,0.662812471
101180,945.8253,0.396742463
101190,1092.4724,0.552345395
101200,1086.7395,0.681963623
101210,1083.7877,0.700139344
101220,1153.1702,0.594790518
101230,1143.9663,0.515537739
101240,1188.2781,0.592296362
101250,1092.295,0.320926428
101260,1111.2808,0.688740253
101270,1077.3589,0.6571877
101280,1160.7443,0.496628523
101290,1011.3941,0.578058481
101300,975.9882,0.445826948
101310,943.44055,0.348401129
101320,398.89395,0.213183701
101330,941.42816,0.589094162
101340,1009.0508,0.570975602
101350,1014.0334,0.670982003
101360,984.8482,0.594685793
101370,969.1409,0.592220902
101380,980.1725,0.655496716
101390,917.9683,0.688526094
101400,932.36786,0.776861489
101410,963.6698,0.719968557
101420,941.1215,0.73764503
101430,992.46625,0.574584603
101440,1040.0685,0.442286909
101450,1020.0669,0.255502403
101460,941.64185,0.290935814
101470,932.8669,0.354669392
101480,849.0908,0.329975367
101490,607.256,0.573811293
101500,644.3626,0.371050298
101510,315.76544,0.676176548
101520,696.6897,0.424532115
101530,370.3091,0.610287666
101540,358.68982,0.310747623
101550,314.2467,0.583729029
101560,886.1122,0.441366315
101570,349.5327,0.80441761
101580,1104.5847,0.395873189
101590,1486.335,0.259097755
101600,1514.2162,0.676040828
101610,2185.7925,0.224411726
101620,2126.3481,0.229693711
101630,898.74133,0.410528779
101640,900.1994,0.277098
101650,893.58105,0.217837095
101660,1040.8837,0.247370124
101670,754.49927,0.547589302
101680,742.9997,0.492488384
101690,741.4858,0.544077873
101700,758.77124,0.619062424
101710,1029.7102,0.223958015
101720,1072.5424,0.225295246
101730,1000.57355,0.306330025
101740,729.744,0.657713056
101750,731.27594,0.696169376
101760,772.1206,0.655712724
101770,723.8568,0.664945126
101780,734.57654,0.668963432
101790,1019.8717,0.237502217
101800,732.42847,0.551882267
101810,822.38245,0.343502223
101820,2083.0466,0.200209916
101830,4158.7754,0.410974622
101840,4101.3877,0.211711884
101850,1029.0878,0.266721964
101860,966.9427,0.279358745
101870,416.4692,0.280579329
101880,815.6873,0.317779481
101890,7011.536,0.311617732
101900,7812.1943,0.380717993
101910,8940.489,0.514757633
101920,9503.79,0.425660133
101930,10434.181,0.473142207
101940,9438.182,0.423184156
101950,8747.224,0.392943561
101960,9238.699,0.541707993
101970,9342.069,0.41809243
101980,9654.548,0.307885289
101990,10666.142,0.359478772
102000,9620.527,0.56660533
102010,8629.203,0.526747942
102020,9455.316,0.335982442
102030,356.79556,0.836223483
102040,366.49014,0.735940695
102050,453.45428,0.436518669
102060,4518.3354,0.565479636
102070,4323.9473,0.693657398
102080,4357.86,0.536616921
102090,4281.518,0.392102718
102100,4381.776,0.534563899
102110,4254.205,0.348864079
102120,4227.5757,0.339208066
102130,3943.6436,0.357017398
102140,3389.2092,0.328257978
102150,4099.4365,0.298654795
102160,4103.542,0.279539943
102170,4006.1067,0.345008135
102180,3774.0837,0.257417798
102190,3795.9744,0.296797752
102200,1513.2435,0.207905173
102210,3544.0989,0.328930497
102220,3529.9011,0.360151291
102230,3558.047,0.287589967
102240,3514.8179,0.324250698
102250,4021.577,0.246759295
102260,3671.9875,0.332151294
102270,3544.9424,0.246670485
102280,3487.3591,0.417536557
102290,3538.2998,0.416271925
102300,3720.2063,0.344582498
102310,3555.6802,0.320921242
102320,3867.4988,0.33963412
102330,3691.1921,0.347347319
102340,3620.1145,0.376476765
102350,3555.3667,0.410377741
102360,3448.4634,0.501152694
102370,3490.183,0.486284614
102380,4034.4058,0.229928732
102390,3321.916,0.507220268
102400,3658.0142,0.27610141
102410,3625.0842,0.321169496
102420,3303.4314,0.664688587
102430,3242.8372,0.656661272
102440,4046.705,0.304524004
102450,4113.2363,0.420444489
102460,3476.6204,0.582939744
102470,3628.9917,0.564583361
102480,3931.9922,0.497346222
102490,3785.5237,0.387831092
102500,528.6927,0.273271978
102510,1576.1337,0.239596009
102520,523.9558,0.232172787
102530,496.85693,0.382551432
102540,623.412,0.334750831
102550,1536.842,0.237672985
102560,1973.3875,0.26535058
102570,947.62775,0.336982608
102580,906.13654,0.326741695
102590,820.17224,0.278530657
102600,808.4621,0.258529305
102610,812.02216,0.368368745
102620,844.3744,0.374288559
102630,876.95575,0.380366921
102640,2018.1862,0.220361948
102650,867.81903,0.429424763
102660,1034.9802,0.267322659
102670,870.62146,0.311681509
102680,2043.257,0.284252107
102690,2014.9504,0.439970434
102700,2011.0363,0.288375676
102710,889.1342,0.26730758
102720,830.8256,0.250765741
102730,839.54456,0.258419454
102740,2091.9365,0.395980775
102750,2039.3604,0.483934343
102760,3929.7292,0.222935736
102770,4004.5737,0.259068131
102780,2070.0198,0.340646327
102790,460.3673,0.283398986
102800,7238.0293,0.428343892
102810,7950.0044,0.410927653
102820,7780.3657,0.480902493
102830,7956.21,0.427614152
102840,8598.711,0.491754949
102850,8187.015,0.41341424
102860,7207.4385,0.367377162
102870,9087.894,0.385843217
102880,6723.061,0.315246999
102890,7048.4014,0.45870316
102900,6788.362,0.559105694
102910,6186.074,0.389352202
102920,6544.8623,0.474354327
102930,6030.577,0.368456542
102940,6375.127,0.555963635
102950,6212.892,0.593860924
102960,6413.365,0.489034116
102970,6254.829,0.26266712
102980,689.06195,0.202026427
102990,346.6358,0.215658128
103000,316.56778,0.473065734
103010,301.5639,0.75826019
103020,342.4819,0.353990138
103030,356.50653,0.309215844
103040,345.82874,0.266696155
103050,3351.1401,0.262978673
103060,3207.9136,0.337816477
103070,341.1426,0.410842001
103080,345.25995,0.418697894
103090,3347.9956,0.319394708
103100,3347.365,0.342916548
103110,3346.1914,0.233291149
103120,349.38367,0.267395496
103130,2893.823,0.232420385
103140,3102.9033,0.249275982
103150,331.5362,0.209801018
103160,338.43414,0.21030122
103170,334.3367,0.202118099
103180,309.26053,0.489344358
103190,629.7452,0.272432327
103200,9423.445,0.258315623
103210,617.4454,0.226493001
103220,8800.643,0.457637787
103230,8679.572,0.59026587
103240,8445.474,0.635218263
103250,7853.2935,0.628723264
103260,8558.897,0.588919163
103270,8702.862,0.61283195
103280,8908.482,0.655148625
103290,8755.659,0.663189709
103300,8978.601,0.739485502
103310,8727.832,0.635739207
103320,8401.113,0.57489723
103330,7937.9766,0.578748584
103340,7267.2407,0.602594793
103350,7385.414,0.628726721
103360,6831.497,0.572568417
103370,6511.8286,0.554228842
103380,6284.7573,0.536863327
103390,6002.551,0.663294792
103400,6224.9736,0.591470838
103410,6019.122,0.516751885
103420,6030.956,0.540912032
103430,5742.1587,0.497394264
103440,6654.363,0.448909283
103450,3764.8315,0.203182399
103460,2830.6743,0.538346887
103470,3436.671,0.346229315
103480,3499.6511,0.350978494
103490,3334.8076,0.250370324
103500,3310.2017,0.326929867
103510,2641.6782,0.402151465
103520,2627.9587,0.434177697
103530,3845.303,0.229821324
103540,3594.8962,0.282651544
103550,3638.9805,0.353481531
103560,3586.2695,0.334534824
103570,3628.6172,0.330582082
103580,3642.8076,0.287053585
103590,3404.7866,0.295245349
103600,3471.9,0.296188116
103610,3483.567,0.28108269
103620,869.8579,0.337021112
103630,853.55914,0.296321273
103640,892.7481,0.269753158
103650,4632.159,0.208658934
103660,810.85913,0.368241668
103670,1046.9583,0.250428021
103680,1052.5242,0.262289882
103690,1043.9541,0.246878684
103700,751.4775,0.596305251
103710,748.93555,0.644522965
103720,4261.5396,0.200053275
103730,2441.9946,0.206725061
103740,903.4162,0.200985789
103750,4164.1035,0.456639409
103760,1060.7319,0.259731829
103770,4252.053,0.490991414
103780,844.3628,0.262209833
103790,847.482,0.529047251
103800,4065.6594,0.498737872
103810,4014.1702,0.367537558
103820,4157.519,0.541727006
103830,2337.7937,0.443821311
103840,837.64264,0.210357845
103850,11280.529,0.247518718
103860,3573.6853,0.203969538
103870,3562.7754,0.195151925
103880,378.92337,0.293732882
103890,448.44888,0.236791551
103900,821.4168,0.301419914
103910,799.48846,0.408605099
103920,1041.8341,0.25818038
103930,1044.718,0.487048507
103940,1082.2512,0.653538823
103950,1068.8207,0.629351616
103960,1004.5152,0.639035344
103970,998.34375,0.402321041
103980,965.89594,0.299349427
103990,1737.154,0.243940711
104000,862.75586,0.422339261
104010,363.88998,0.921466112
104020,811.8331,0.440379798
104030,1082.7897,0.347041488
104040,1082.8456,0.66094017
104050,1028.6057,0.4010939
104060,1020.1925,0.425583661
104070,800.06824,0.298164845
104080,745.89215,0.568604827
104090,798.49695,0.631359458
104100,903.3821,0.32158792
104110,7942.01,0.276913226
104120,439.45093,0.307107031
104130,1119.6981,0.335779488
104140,683.5804,0.269786835
104150,3641.3992,0.429364324
104160,3737.7542,0.50754571
104170,3768.0344,0.412018597
104180,3964.6575,0.344270229
104190,3831.0173,0.268761039
104200,4038.2944,0.321558475
104210,4094.1914,0.320454061
104220,4196.956,0.29093641
104230,4118.532,0.201301992
104240,2373.1475,0.21066308
104250,3960.798,0.225443661
104260,3740.7373,0.2085343
104270,3693.1501,0.223046005
104280,3948.4055,0.423672855
104290,4003.4033,0.403288782
104300,4042.0872,0.452066839
104310,3933.9185,0.3243348
104320,4060.7678,0.332743704
104330,1094.7394,0.26672262
104340,1083.8542,0.33305192
104350,884.4104,0.32473588
104360,4546.006,0.224948943
